uuid,human_frame_0,human_frame_1,human_frame_2,human_frame_3,human_frame_4,human_frame_5,human_frame_6,all_human_frames
ef1802b1-c801-4659-9d4c-b6571d4e6a28,cultural identity,,,,,,cultural identity,"cultural identity, cultural identity"
ef25a665-419f-440d-944e-0da86e008623,,political,,none,political,political,,"political, none, political, political"
ef3c1cc5-956e-454f-9563-1a5651f9bf48,,none,,,none,political,,"none, none, political"
ef983c93-4623-4858-b934-032ad3b45f17,cultural identity,,,,,,none,"cultural identity, none"
efbcaf63-a88d-4212-bc3d-571afa1fecce,,none,,none,none,"capacity and resources, economic",,"none, none, none, capacity and resources, economic"
f0195d70-8922-4421-b388-032569a4fa80,,cultural identity,,,public opinion,public opinion,,"cultural identity, public opinion, public opinion"
f02f1b16-fc20-4f5a-a390-b8df64243240,,,,"fairness and equality, morality, public opinion",,,,"fairness and equality, morality, public opinion"
f0c52a1a-58af-40d2-a5b5-08782c67f2e9,,"quality of life, capacity and resources",,,capacity and resources,"quality of life, political, public opinion",,"quality of life, capacity and resources, capacity and resources, quality of life, political, public opinion"
f10a2a65-6fd4-4e7d-aac6-72f5162392dc,,,cultural identity,,,,,cultural identity
f1a210b0-bd70-4cae-9a9e-5435dc81fea8,,,none,,,,,none
f1b472c0-9150-4d5e-853d-096fa926312c,economic,,,,,,none,"economic, none"
f1ce6d8e-c3c3-4c1f-bebf-437f48063413,political,,,none,,,political,"political, none, political"
f204ef8e-3388-4cdb-b1dc-61e1ff4875cf,,,,policy prescription and evaluation,,,,policy prescription and evaluation
f20ae06d-557b-4215-a9f5-d0bb34c91373,,,"security and defense, health and safety, crime and punishment",,,,,"security and defense, health and safety, crime and punishment"
f281c190-3675-4bc0-919f-66009078116f,none,,,,,,none,"none, none"
f2f313ec-665c-435f-8a75-79c83039cd4e,,quality of life,,none,health and safety,"quality of life, economic",,"quality of life, none, health and safety, quality of life, economic"
f2fb580e-4aee-49c4-ac1b-00171c88e967,,capacity and resources,,,none,quality of life,,"capacity and resources, none, quality of life"
f2ff920b-a9a2-49e1-a36d-7d3ead84a9b4,,,,political,,,,political
f36b7dc6-39cf-47be-8a96-d55dcfd6b02d,,,security and defense,,,,,security and defense
f3711190-6cc2-4896-aa39-64437be78280,,political,,,political,"capacity and resources, political, security and defense, policy prescription and evaluation, fairness and equality, health and safety, legality_constitutionality_jurisprudence, morality, economic, public opinion, cultural identity, external regulation and reputation, crime and punishment",,"political, political, capacity and resources, political, security and defense, policy prescription and evaluation, fairness and equality, health and safety, legality_constitutionality_jurisprudence, morality, economic, public opinion, cultural identity, external regulation and reputation, crime and punishment"
f3fc6354-2d74-4cbb-aeef-2b0f20613456,,,,none,,,,none
f4a7ba93-6255-4c14-b9a0-308107b27c03,,,none,,,,,none
f4d73d03-159a-499e-8040-c6da3cf006ec,quality of life,,,,,,none,"quality of life, none"
f4e255e7-0da2-48e1-84dc-72c21483f5df,security and defense,,,,,,security and defense,"security and defense, security and defense"
f5213cdf-f47f-4fd4-add4-4f2b53a4072b,,capacity and resources,,none,none,health and safety,,"capacity and resources, none, none, health and safety"
f5511a5f-3e8b-42ba-a25e-3f69f4676629,,quality of life,,,quality of life,morality,,"quality of life, quality of life, morality"
f597f44a-5f76-422d-ba5f-691095dff5b2,,,quality of life,,,,,quality of life
f5f99e73-51c6-4c7e-9adc-2b9dc9a7ceaa,legality_constitutionality_jurisprudence,,,,,,"legality_constitutionality_jurisprudence, crime and punishment","legality_constitutionality_jurisprudence, legality_constitutionality_jurisprudence, crime and punishment"
f61dcdcc-6407-40fd-8d0c-a96e39890e93,quality of life,,,none,,,capacity and resources,"quality of life, none, capacity and resources"
f61fa0b0-97de-4d54-b0e3-d5de43e3b613,,,,political,,,,political
f671d1d4-e51a-4629-8812-12695f46039f,,none,,,none,cultural identity,,"none, none, cultural identity"
f67b5f0c-5ae1-42c4-a2f8-796b875a872a,,,policy prescription and evaluation,"political, policy prescription and evaluation, external regulation and reputation",,,,"policy prescription and evaluation, political, policy prescription and evaluation, external regulation and reputation"
f684e3c3-0492-419b-897c-e943c6f001a5,,,none,,,,,none
f6c5bbb4-d7a8-4d01-948c-8620ef98379f,,,,none,,,,none
f724ce69-9bd3-4ea6-9647-47e02f871df4,,quality of life,,,none,health and safety,,"quality of life, none, health and safety"
f7a9148a-5900-4a26-babc-b02fa400783f,,,,cultural identity,,,,cultural identity
f7abbf03-5096-452a-8d85-178b881ff30b,political,,,,,,none,"political, none"
f7af44f0-1442-4859-b238-499c36b748f6,,,,none,,,,none
f7b3c499-39d9-4c69-809a-cc1410ebaae1,,public opinion,,,none,public opinion,,"public opinion, none, public opinion"
f8a9e31d-d8c7-4986-bd61-50facd63859a,public opinion,,,,,,"fairness and equality, public opinion","public opinion, fairness and equality, public opinion"
f8ae45f7-8cc6-4e61-892c-020b6ac43e35,capacity and resources,,,,,,none,"capacity and resources, none"
f8cb16c7-5108-4695-ac26-599565a429ae,,cultural identity,,,"quality of life, cultural identity","quality of life, economic, public opinion",,"cultural identity, quality of life, cultural identity, quality of life, economic, public opinion"
f938cc2d-d5ab-4555-8cda-8b1c903664cb,,quality of life,,,"morality, cultural identity",cultural identity,,"quality of life, morality, cultural identity, cultural identity"
f939498e-9d37-4d18-80d1-32cb7b9a7c51,,none,,,none,quality of life,,"none, none, quality of life"
f94e5e92-1f23-4618-8760-842605d804f2,,,none,,,,,none
f97ac8a8-72cb-4ed5-a6a8-08be5236867b,political,,,,,,"political, crime and punishment","political, political, crime and punishment"
f97e977b-6f8f-4224-915c-9745a100149b,fairness and equality,,,,,,health and safety,"fairness and equality, health and safety"
f9a2416a-35a3-486f-b333-37d34ad222b6,none,,,,,,none,"none, none"
f9c8f034-ea91-46c9-bb66-5128eaa02c44,,health and safety,,,"health and safety, crime and punishment",economic,,"health and safety, health and safety, crime and punishment, economic"
f9fed5b8-1672-4f5a-bddd-964b998d1ff0,,quality of life,,,quality of life,"quality of life, health and safety",,"quality of life, quality of life, quality of life, health and safety"
fa112109-b3b6-4a40-aced-80713f97d7f4,,health and safety,,,health and safety,"capacity and resources, security and defense, health and safety, legality_constitutionality_jurisprudence, morality, economic, public opinion",,"health and safety, health and safety, capacity and resources, security and defense, health and safety, legality_constitutionality_jurisprudence, morality, economic, public opinion"
fa171457-9ad5-48f1-b730-cb8e4448ab7f,,,,none,,,,none
fa6026a8-3012-4740-84e9-6e09c8a4731d,,political,,,political,"quality of life, capacity and resources, political, security and defense, policy prescription and evaluation, fairness and equality, health and safety, legality_constitutionality_jurisprudence, morality, economic, public opinion, cultural identity, external regulation and reputation, crime and punishment",,"political, political, quality of life, capacity and resources, political, security and defense, policy prescription and evaluation, fairness and equality, health and safety, legality_constitutionality_jurisprudence, morality, economic, public opinion, cultural identity, external regulation and reputation, crime and punishment"
fa8c8fd5-18bc-469f-a071-2162412dbca1,,,,none,,,,none
fad59369-4f75-46d2-9909-e2e64393bc79,,,cultural identity,,,,,cultural identity
faeb26b2-996a-4511-94e5-441c6494097d,,none,,political,political,political,,"none, political, political, political"
fb3b4cc1-06c4-4a8b-b501-6dd9d7cf03b4,,quality of life,,,quality of life,"political, security and defense, fairness and equality, legality_constitutionality_jurisprudence, morality, economic, public opinion, crime and punishment",,"quality of life, quality of life, political, security and defense, fairness and equality, legality_constitutionality_jurisprudence, morality, economic, public opinion, crime and punishment"
fbaed63c-1091-44b9-8f04-a7a5d75cde29,,,quality of life,,,,,quality of life
fbe1b835-2c23-449e-9167-2b93c2e5d0a7,political,,,,,,"quality of life, capacity and resources","political, quality of life, capacity and resources"
fbeb92eb-399c-417d-97ca-b2e3be488ffb,,none,,,none,"quality of life, cultural identity",,"none, none, quality of life, cultural identity"
fc228953-68c5-4da9-9930-86aa823ef1bd,political,,,,,,"political, public opinion","political, political, public opinion"
fd26d138-2ba5-45bb-96b2-ac14975c64f7,,cultural identity,,,none,"health and safety, economic, public opinion, cultural identity",,"cultural identity, none, health and safety, economic, public opinion, cultural identity"
fd4187dc-ef1f-4934-8dc5-2840ed0807c7,,,quality of life,,,,,quality of life
fd51647a-1382-4f1f-9772-ff47a743b56a,,,,"political, external regulation and reputation",,,,"political, external regulation and reputation"
fd580e73-8163-40a9-a8f3-b54cc6ecca3e,political,,,,,,security and defense,"political, security and defense"
fdb184e5-34c6-4433-b0f6-a3881d1fa627,political,,,,,,quality of life,"political, quality of life"
fe16efd1-e103-451d-8c84-0cfaa4112812,public opinion,,,,,,public opinion,"public opinion, public opinion"
fe7518ad-4df0-4867-80db-c899478668c2,,capacity and resources,,,none,health and safety,,"capacity and resources, none, health and safety"
fe86d7c0-7f71-4721-9fc2-68453c68df7a,,,,"policy prescription and evaluation, external regulation and reputation",,,,"policy prescription and evaluation, external regulation and reputation"
ff2efb77-74bb-4396-ba6f-5c2e7286296e,,political,,,"quality of life, political","capacity and resources, political, legality_constitutionality_jurisprudence, economic, public opinion, cultural identity",,"political, quality of life, political, capacity and resources, political, legality_constitutionality_jurisprudence, economic, public opinion, cultural identity"
ffd17f95-9c47-4518-b87c-3ea40fcc345d,,political,,political,political,political,,"political, political, political, political"
